weight,visibility,mrp,year,fat_content,item_type,outlet_size,location_type,outlet_type,sales
10.84227399663569,0.12792181694759183,165.13066719768682,1987,Low Fat,Fruits and Vegetables,Small,Tier 2,Supermarket Type3,3564.4741295772405
20.522000347686593,0.1612250815799421,245.83427967137507,1985,Low Fat,Snack Foods,Medium,Tier 3,Supermarket Type1,4670.401902868253
16.847498222431607,0.00675129822860594,154.6529603746422,1987,Low Fat,Meat,Small,Tier 3,Supermarket Type3,3229.080290067629
14.607462534510216,0.1332339015526219,63.20973355393219,2007,Regular,Household,Small,Tier 3,Supermarket Type1,2058.0253339892756
7.171113159432934,0.23440686551856008,165.5970159233182,1999,Regular,Household,High,Tier 1,Grocery Store,2381.387167699726
7.170707941648205,0.20401381691228096,52.4619964258531,2004,Regular,Snack Foods,Medium,Tier 2,Supermarket Type2,1499.9124651558768
5.525804684425751,0.1905470966591805,78.89155129548159,2004,Regular,Soft Drinks,High,Tier 2,Supermarket Type2,2295.910027344356
19.10175924901891,0.2728666285311607,38.31051728404279,1987,Low Fat,Fruits and Vegetables,High,Tier 1,Supermarket Type2,1192.0616862210593
14.64873219728591,0.005409602947569003,151.62399187798212,1998,Regular,Snack Foods,High,Tier 1,Grocery Store,1224.7126780192486
16.445619306973565,0.16711427585767025,50.865164593989505,1987,Regular,Others,Small,Tier 3,Supermarket Type2,1854.9008640521934
4.895819504169481,0.23620465452291212,141.30767895486233,2004,Low Fat,Snack Foods,Medium,Tier 1,Supermarket Type2,3166.399731353237
20.844485516321505,0.16240061481038018,250.24208330117386,1999,Regular,Household,High,Tier 3,Supermarket Type3,4181.409160546973
18.535036365447084,0.09716866577411375,200.14393205954303,1985,Low Fat,Fruits and Vegetables,High,Tier 3,Supermarket Type3,3732.195325685057
8.117297059395039,0.040875169527593354,49.19174344294387,1987,Low Fat,Soft Drinks,Medium,Tier 2,Supermarket Type1,1568.887314661732
7.604659449079291,0.2662689215448574,83.68930586907814,2002,Low Fat,Fruits and Vegetables,Small,Tier 3,Supermarket Type2,2384.1159921969006
7.631195765537688,0.1412287177162809,189.31066867495704,1998,Low Fat,Fruits and Vegetables,High,Tier 2,Supermarket Type1,4270.206292129456
9.661269681720235,0.2634345590957104,241.25493734068317,2004,Low Fat,Snack Foods,Medium,Tier 3,Supermarket Type3,4232.065522558491
13.365908051421595,0.17575563672995048,38.73586788952913,1987,Regular,Soft Drinks,Small,Tier 2,Grocery Store,5.36865051338917
11.806676313187545,0.20225763498450022,221.9260159543396,1987,Regular,Household,Small,Tier 1,Supermarket Type3,4845.951451546891
9.442649555327105,0.241278346313535,163.02626187950256,2002,Regular,Others,Small,Tier 2,Supermarket Type1,3824.7891709044857
14.829128631335976,0.1977466633800403,159.33146144465226,2007,Low Fat,Fruits and Vegetables,Small,Tier 1,Grocery Store,1199.9951349492023
6.893496858954302,0.1194164522036813,256.0860979470391,1985,Low Fat,Meat,Small,Tier 2,Grocery Store,3231.531238189301
9.458030095391665,0.1540900151785953,206.69648396024166,1999,Regular,Household,Medium,Tier 1,Grocery Store,2722.059921182035
10.704878967334022,0.24091365740276394,230.7779339931863,1985,Low Fat,Snack Foods,Small,Tier 1,Supermarket Type1,4679.734019681409
12.211975734846204,0.11209508891189525,114.18895884299668,2002,Low Fat,Soft Drinks,High,Tier 1,Grocery Store,1550.2282020830069
17.740956151402628,0.11643643703054912,161.2755495946763,2004,Low Fat,Dairy,Medium,Tier 3,Supermarket Type3,2897.84593617591
7.904519540260443,0.028707034817400345,175.6203341955261,2002,Regular,Baking Goods,High,Tier 1,Supermarket Type3,3696.5299163088457
13.189138565348674,0.2743753305665243,106.57222598517929,2009,Low Fat,Meat,High,Tier 2,Supermarket Type1,2670.556665350071
14.502564756882315,0.027310894483632518,165.0083093626389,1997,Low Fat,Household,Small,Tier 1,Supermarket Type3,3813.769176225636
5.330366933695961,0.19446275323456677,86.61401417773274,2007,Low Fat,Baking Goods,Small,Tier 1,Supermarket Type1,2450.85191948323
14.756753511944165,0.1239583436408393,64.6932827010363,1997,Regular,Soft Drinks,Medium,Tier 2,Supermarket Type1,2112.687467422641
7.414805277946497,0.1216858170766327,118.88301093017317,2004,Low Fat,Meat,Medium,Tier 1,Grocery Store,1394.1599733004377
5.642866762152696,0.20386555097180517,204.7330627554127,1999,Regular,Household,High,Tier 2,Supermarket Type1,4072.711322641462
20.491277025856,0.020128119788963617,246.30397979736358,1985,Low Fat,Baking Goods,Small,Tier 1,Supermarket Type3,5050.370963801406
20.772618155652598,0.1781117348854304,138.56280210208465,1998,Low Fat,Others,Small,Tier 2,Supermarket Type1,2780.8289557594317
18.131075448356547,0.23160953579170643,182.06356674472644,2009,Regular,Dairy,High,Tier 2,Grocery Store,2602.1948068201805
9.667511322112627,0.24846382736597825,55.21372577914861,2007,Regular,Household,Small,Tier 1,Supermarket Type1,1770.6207662217225
6.190891515307249,0.05115911681813259,243.54898325979727,1997,Regular,Others,Medium,Tier 1,Grocery Store,2989.9211609759905
16.045114845404235,0.2692257150234521,164.62199018893457,1987,Low Fat,Dairy,High,Tier 1,Grocery Store,1907.626381905795
11.944561894825302,0.19684382755423266,214.3794881919119,2009,Regular,Dairy,Small,Tier 1,Grocery Store,2660.027873502659
6.600242345392284,0.26455644024620484,217.69368221652755,1985,Regular,Fruits and Vegetables,High,Tier 1,Supermarket Type1,4807.844110627437
12.868972089869338,0.14558421513305947,91.27292369650489,2009,Regular,Snack Foods,Small,Tier 1,Supermarket Type1,2001.7139817066868
5.127727154735669,0.1626100035291606,155.35599649773462,2004,Low Fat,Soft Drinks,Small,Tier 3,Supermarket Type2,2940.1210060006297
19.82658275492354,0.27571148310860133,256.7127416168297,1987,Regular,Fruits and Vegetables,Small,Tier 1,Supermarket Type2,4531.058311893853
8.897503690880285,0.2699728630064015,52.06411803289453,1999,Low Fat,Dairy,Medium,Tier 3,Supermarket Type2,1712.474005489371
15.680374377146897,0.1344482620107006,191.5167260369474,1987,Low Fat,Soft Drinks,High,Tier 3,Grocery Store,2135.5229855179955
9.786746078302105,0.08232378949070453,257.13205833826544,1999,Low Fat,Soft Drinks,Medium,Tier 3,Supermarket Type3,4137.229969428979
13.287142755787222,0.11795113036927923,101.6356203926952,2004,Regular,Soft Drinks,Medium,Tier 1,Supermarket Type2,2318.3145887895394
13.7347326929671,0.11632929855892492,233.44026153002181,1999,Regular,Meat,High,Tier 2,Supermarket Type1,4151.408022693948
7.655554852828854,0.08606006249483818,250.40952317094383,1987,Regular,Household,High,Tier 2,Grocery Store,3553.8403308036995
20.839021746444587,0.08057388129988997,206.5652592077839,1999,Regular,Dairy,Small,Tier 2,Grocery Store,2786.07725851353
17.572231432466726,0.2583188809439158,85.36215339213518,2002,Low Fat,Soft Drinks,Small,Tier 1,Supermarket Type1,2386.316572638567
20.333582218278377,0.020958576205398503,109.49016892424956,1999,Regular,Baking Goods,High,Tier 2,Supermarket Type2,2124.516487528469
19.5830994871845,0.20328335462987823,39.41518418816672,1987,Regular,Meat,Small,Tier 2,Supermarket Type2,2015.6485441654745
14.594719644026231,0.051846015436935684,226.39151004765847,2002,Low Fat,Meat,Small,Tier 1,Supermarket Type3,4149.192954146317
20.03748714838836,0.10335176801821896,230.6586288301038,2002,Regular,Baking Goods,High,Tier 1,Supermarket Type1,4704.902069171608
6.036674034472247,0.018462910240451057,179.68692284205528,1987,Low Fat,Dairy,Medium,Tier 3,Supermarket Type1,3877.6776664357208
7.842512088641639,0.08099209105663861,113.84404504700507,1998,Low Fat,Fruits and Vegetables,High,Tier 1,Supermarket Type2,2464.7989940047096
5.309818453697039,0.23052632133517262,49.050591495381326,2004,Regular,Meat,High,Tier 2,Supermarket Type3,1836.4916423214117
10.01554955682284,0.2655045973641776,207.96853833000372,1985,Low Fat,Dairy,Medium,Tier 1,Supermarket Type3,4147.442611529418
11.079778466783297,0.06645814557071011,201.73365549833187,1985,Low Fat,Meat,Small,Tier 1,Supermarket Type1,4345.663652647616
9.108663733801452,0.13906435177767654,245.46159260864172,2002,Low Fat,Dairy,Medium,Tier 2,Supermarket Type2,4483.359634042176
18.472790153752413,0.1410972143811619,202.67502493626012,2004,Regular,Soft Drinks,Medium,Tier 2,Supermarket Type1,4090.1132681804474
10.5434558884523,0.26207259172792025,225.74331142734044,1999,Regular,Snack Foods,High,Tier 1,Supermarket Type2,4082.991477714535
9.269699762747997,0.2288397158627416,206.2993352074399,2007,Regular,Fruits and Vegetables,Small,Tier 1,Supermarket Type1,4465.562917691422
